X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
398171.130000003,143167.789999999,24107244,2024/07/13 15:03:31+00,DAY,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF KENNEDY STREET NW,398171.13,143167.79,4,4D,4,403,Cluster 18,002101 2,002101,Precinct 56,38.9564125433,-77.0211002527,,2024/07/13 02:00:00+00,2024/07/13 13:30:00+00,679801932,
403450.289999999,135978.43,24108715,2024/07/16 07:20:11+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,123 - 199 BLOCK OF 33RD STREET NE,403450.29,135978.43,7,7D,6,603,Cluster 32,009604 1,009604,Precinct 101,38.8916436327,-76.9602290492,,2024/07/16 04:17:00+00,2024/07/16 07:20:00+00,679801933,
402399.810000002,136856.199999999,24109180,2024/07/17 00:06:20+00,EVENING,OTHERS,THEFT/OTHER,600 - 799 BLOCK OF 24TH STREET NE,402399.81,136856.2,5,5D,,,Cluster 23,008904 3,008904,Precinct 79,38.8995544004,-76.9723346999,,2024/07/16 23:07:00+00,2024/07/16 23:40:00+00,679801934,
398002.960000001,134827.02,24109384,2024/07/17 14:59:43+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 899 BLOCK OF G STREET SW,398002.96,134827.02,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8812757964,-77.0230162211,SOUTHWEST,2024/07/17 06:13:00+00,2024/07/17 12:30:00+00,679801935,
405127.101199999,136437.834100001,24109423,2024/07/17 15:47:18+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4200 - 4399 BLOCK OF EADS STREET NE,405127.101218711,136437.834108045,7,7F,6,602,Cluster 30,007803 4,007803,Precinct 99,38.8957739334,-76.9408972857,,2024/07/17 13:46:00+00,2024/07/17 14:38:00+00,679801936,
398303.090000004,143291.870000001,24109467,2024/07/17 17:33:38+00,DAY,OTHERS,THEFT F/AUTO,431 - 499 BLOCK OF LONGFELLOW STREET NW,398303.09,143291.87,4,4D,4,403,Cluster 18,002102 1,002102,Precinct 58,38.9575305533,-77.0195780954,,2024/07/16 18:00:00+00,2024/07/17 13:50:00+00,679801937,
398942.640000001,132940.780000001,24110307,2024/07/19 00:42:52+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2299 BLOCK OF 1ST STREET SW,398942.64,132940.78,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8642854218,-77.0121833503,CAPITOL RIVERFRONT,2024/06/25 13:00:00+00,2024/07/18 22:00:00+00,679801938,
397194.759999998,137509.469999999,24111142,2024/07/20 17:27:55+00,DAY,OTHERS,THEFT/OTHER,1 - 1 BLOCK OF THOMAS CIRCLE NW,397194.76,137509.47,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9054380874,-77.0323418139,DOWNTOWN,2024/07/20 14:47:00+00,2024/07/20 15:35:00+00,679801939,
399593.640000001,142639.300000001,24111174,2024/07/20 17:41:41+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 399 BLOCK OF FARRAGUT STREET NE,399593.64,142639.3,5,5A,4,405,Cluster 19,009508 4,009508,Precinct 44,38.9516535741,-77.004687991,,2024/07/20 15:00:00+00,2024/07/20 16:25:00+00,679801940,
402105.609999999,139563.91,24111727,2024/07/21 15:23:24+00,DAY,OTHERS,THEFT F/AUTO,2600 - 2699 BLOCK OF QUEENS CHAPEL ROAD NE,402105.61,139563.91,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,38.9239471238,-76.9757179701,,2024/07/21 02:00:00+00,2024/07/21 13:00:00+00,679801941,
397867.93,140010.199999999,24111867,2024/07/21 20:49:52+00,EVENING,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF COLUMBIA ROAD NW,397867.93,140010.2,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,38.927967381,-77.0245885546,,2024/07/21 13:20:00+00,2024/07/21 13:28:00+00,679801942,
398758.710000001,145213.059999999,24145980,2024/09/30 19:21:47+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2024/09/21 13:37:00+00,2024/09/21 16:01:00+00,679801960,
392758.869999997,143179.390000001,24146133,2024/09/22 03:53:57+00,MIDNIGHT,OTHERS,THEFT F/AUTO,5100 - 5199 BLOCK OF WISCONSIN AVENUE NW,392758.87,143179.39,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,38.9564890953,-77.083543312,FRIENDSHIP HEIGHTS,2024/09/21 16:00:00+00,2024/09/21 17:30:00+00,679801961,
403153.810000002,139839.710000001,24147220,2024/09/23 18:30:51+00,DAY,OTHERS,THEFT/OTHER,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,403153.81,139839.71,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9264284806,-76.9636287941,,2024/09/23 15:13:00+00,2024/09/23 16:23:00+00,679801962,
404541.469999999,136535.379999999,24147462,2024/09/24 00:11:23+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2024/09/23 22:09:00+00,2024/09/23 23:00:00+00,679801963,
396029.229999997,137018.530000001,24147788,2024/09/24 15:49:32+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,396029.23,137018.53,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.9010110345,-77.045776453,,2024/09/24 13:57:00+00,2024/09/24 13:59:00+00,679801964,
397633.43,144615.420000002,24147836,2024/09/24 17:43:05+00,DAY,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,,,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/09/24 16:23:00+00,2024/09/24 16:30:00+00,679801965,
399027.600000001,129191.059999999,24147956,2024/09/24 20:51:56+00,EVENING,OTHERS,THEFT/OTHER,4024 - 4069 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399027.6,129191.06,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8305063947,-77.0111991047,,2024/09/16 23:00:00+00,2024/09/16 23:45:00+00,679801966,
401305.439999998,138586.559999999,24148517,2024/09/25 19:03:38+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2000 - 2099 BLOCK OF FENWICK STREET NE,401305.44,138586.56,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9151443891,-76.9849474402,,2024/09/25 18:00:00+00,2024/09/25 19:03:00+00,679801967,
394265.689999998,138156.399999999,24423109,2024/09/12 00:02:26+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1639 BLOCK OF 33RD STREET NW,394265.69,138156.4,2,2E,2,206,Cluster 4,000202 1,000202,Precinct 6,38.911251626,-77.0661166659,,2024/08/22 20:48:00+00,2024/08/22 20:49:00+00,679801968,
396410.039999999,139492.09,24423319,2024/10/05 19:41:00+00,EVENING,OTHERS,THEFT/OTHER,2500 - 2599 BLOCK OF CHAMPLAIN STREET NW,396410.04,139492.09,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.923295336,-77.0413992721,ADAMS MORGAN,2024/09/13 15:45:00+00,2024/09/13 19:00:00+00,679801969,
399950.140000001,136400.739999998,24423467,2024/10/08 15:41:11+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 4TH STREET NE,399950.14,136400.74,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.895454726,-77.0005747591,,2024/09/17 18:30:00+00,2024/09/17 18:30:00+00,679801970,
400042.5,136696.91,24423611,2024/10/10 14:21:59+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 5TH STREET NE,400042.5,136696.91,6,6C,1,104,Cluster 25,008301 1,008301,Precinct 84,38.8981227334,-76.9995100647,,2024/10/03 17:05:00+00,2024/10/03 17:06:00+00,679801971,
403890.039999999,139379.859999999,24424243,2024/10/30 15:22:32+00,DAY,OTHERS,THEFT/OTHER,2400 - 2432 BLOCK OF BALDWIN CRESCENT NE,403890.04,139379.86,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,38.9222830551,-76.9551408541,,2024/10/15 23:10:00+00,2024/10/15 23:30:00+00,679801972,
401410.280000001,137034.030000001,24424256,2024/10/30 15:22:11+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF MORSE STREET NE,401410.28,137034.03,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9011585012,-76.9837417561,,2024/09/13 18:00:00+00,2024/09/14 00:00:00+00,679801973,
401257.229999997,134724.699999999,24424258,2024/10/30 16:41:15+00,DAY,OTHERS,THEFT F/AUTO,POTOMAC CIRCLE,401257.23,134724.7,6,6B,,,Cluster 26,007100 3,007100,Precinct 91,38.8803554272,-76.9855104003,CAPITOL HILL,2024/08/30 19:00:00+00,2024/08/30 22:00:00+00,679801974,
400033.719999999,128396.300000001,24424573,2024/11/13 14:20:48+00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF 6TH STREET SE,400033.72,128396.3,8,8E,7,706,Cluster 39,009811 3,009811,Precinct 125,38.8233473605,-76.9996116866,,2024/10/31 20:30:00+00,2024/10/31 22:50:00+00,679801975,
397431.32,138975.77,24424641,2024/11/15 00:40:34+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 13TH STREET NW,397431.32,138975.77,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9186477371,-77.0296199819,,2024/11/14 19:27:00+00,2024/11/14 19:28:00+00,679801976,
399489.020000003,128967.789999999,24186096,2024/12/02 04:07:22+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4200 - 4299 BLOCK OF 1ST STREET SE,399489.02,128967.79,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8284954636,-77.0058847772,,2024/12/01 15:45:00+00,2024/12/01 17:22:00+00,679801977,
394459.18,141888.039999999,24186947,2024/12/03 00:36:23+00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459.18,141888.04,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,38.9448686362,-77.0639158491,,2024/12/02 23:49:00+00,2024/12/03 00:33:00+00,679801978,
399759.640000001,130493.43,24187022,2024/12/03 04:57:13+00,MIDNIGHT,OTHERS,BURGLARY,3300 - 3399 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,399759.64,130493.43,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.8422392414,-77.0027686746,,2024/12/03 03:09:00+00,2024/12/03 04:10:00+00,679801979,
399887.159999996,138791.93,24187073,2024/12/03 08:51:04+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF U STREET NE,399887.16,138791.93,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9169953926,-77.0013011513,,2024/12/03 07:15:00+00,2024/12/03 09:15:00+00,679801980,
397497.159999996,136959.0,24187174,2024/12/03 15:07:51+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,397497.16,136959,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.9004801723,-77.0288534169,DOWNTOWN,2024/12/03 14:24:00+00,2024/12/03 14:30:00+00,679801981,
397242.840000004,140511.489999998,24187493,2024/12/04 02:56:41+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF NEWTON STREET NW,397242.84,140511.49,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.9324814166,-77.0317995524,,2024/12/03 23:46:00+00,2024/12/04 00:20:00+00,679801982,
396699.759999998,146928.879999999,24188261,2024/12/05 15:07:08+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1649 BLOCK OF PORTAL DRIVE NW,396699.76,146928.88,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,38.9902890179,-77.0380940207,,2024/12/05 02:00:00+00,2024/12/05 13:30:00+00,679801983,
401745.134499997,133587.1435,24188495,2024/12/05 21:40:13+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF 17TH PLACE SE,401745.134463572,133587.1435134,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8701070333,-76.9798901803,,2024/12/05 20:27:00+00,2024/12/05 21:24:00+00,679801984,
397603.369999997,144181.510000002,24188983,2024/12/06 20:10:52+00,EVENING,OTHERS,THEFT/OTHER,6200 - 6299 BLOCK OF GEORGIA AVENUE NW,397603.37,144181.51,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,38.9655430254,-77.0276542224,,2024/11/30 20:00:00+00,2024/12/06 19:30:00+00,679801985,
397919.380000003,140717.91,24190412,2024/12/09 05:16:51+00,MIDNIGHT,OTHERS,THEFT/OTHER,3553 - 3610 BLOCK OF GEORGIA AVENUE NW,397919.38,140717.91,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.934342773,-77.023997342,,2024/11/28 21:00:00+00,2024/12/09 04:38:00+00,679801986,
397904.979999997,139683.600000001,24190514,2024/12/09 13:40:05+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF FAIRMONT STREET NW,397904.98,139683.6,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9250253546,-77.0241602707,,2024/12/09 02:00:00+00,2024/12/09 13:00:00+00,679801987,
398809.619999997,134827.670000002,24190532,2024/12/09 17:07:18+00,DAY,OTHERS,THEFT F/AUTO,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2024/12/09 13:55:00+00,2024/12/09 14:38:00+00,679801988,
400930.140000001,136398.780000001,24191258,2024/12/11 13:17:44+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF DUNCAN PLACE NE,400930.14,136398.78,6,6A,1,108,Cluster 25,008001 2,008001,Precinct 81,38.8954365789,-76.9892778526,,2024/12/10 00:30:00+00,2024/12/10 03:00:00+00,679801989,
393070.630000003,142276.379999999,24191593,2024/12/11 03:34:40+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9483570552,-77.0799373128,,2024/12/11 02:50:00+00,2024/12/11 03:00:00+00,679801990,
397991.630000003,140078.370000001,24191635,2024/12/11 06:18:11+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3000 - 3099 BLOCK OF GEORGIA AVENUE NW,397991.63,140078.37,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.928581769,-77.0231621573,,2024/12/11 02:00:00+00,2024/12/11 05:27:00+00,679801991,
400233.789999999,136927.879999999,24191645,2024/12/11 07:59:56+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9002033642,-76.9973048161,,2024/12/11 06:27:00+00,2024/12/11 07:00:00+00,679801992,
391746.280000001,138919.449999999,24193877,2024/12/15 15:28:27+00,DAY,OTHERS,THEFT F/AUTO,4800 - 4828 BLOCK OF V STREET NW,391746.28,138919.45,3,3D,2,205,Cluster 13,000804 2,000804,Precinct 8,38.9181053833,-77.0951746493,,2024/12/13 15:00:00+00,2024/12/13 18:30:00+00,679801993,
398672.869999997,144115.510000002,24193919,2024/12/15 15:15:20+00,DAY,OTHERS,MOTOR VEHICLE THEFT,212 - 299 BLOCK OF RITTENHOUSE STREET NW,398672.87,144115.51,4,4B,4,406,Cluster 17,001902 2,001902,Precinct 59,38.9649507485,-77.0153133536,,2024/12/15 14:47:00+00,2024/12/15 15:15:00+00,679801994,
400544.380000003,138310.640000001,24193924,2024/12/15 15:58:23+00,DAY,OTHERS,THEFT F/AUTO,400 - 1229 BLOCK OF NEW YORK AVENUE NE,400544.38,138310.64,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.91265961,-76.9937231684,,2024/12/13 13:00:00+00,2024/12/15 15:47:00+00,679801995,
399518.509999998,136928.309999999,24194010,2024/12/15 19:49:48+00,DAY,GUN,ROBBERY,1 - 299 BLOCK OF H STREET NE,399518.51,136928.31,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.9002071371,-77.0055507257,CAPITOL HILL,2024/12/15 17:35:00+00,2024/12/15 17:36:00+00,679801996,
402240.600000001,137433.649999999,24194082,2024/12/15 21:52:49+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF 21ST STREET NE,402240.6,137433.65,5,5D,5,507,Cluster 23,008903 1,008903,Precinct 78,38.904756695,-76.9741682083,,2024/12/15 20:38:00+00,2024/12/15 21:53:00+00,679801997,
397162.060000002,140182.43,24194502,2024/12/16 19:46:54+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/12/16 18:15:00+00,,679801998,
397863.619999997,138792.329999998,24195441,2024/12/18 06:46:54+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169964065,-77.0246344704,,2024/12/18 05:44:00+00,2024/12/18 06:20:00+00,679801999,
397694.829999998,146283.34,24195805,2024/12/19 20:59:36+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9844770368,-77.0266059526,,2024/12/18 22:03:00+00,2024/12/18 22:20:00+00,679802000,
397194.759999998,137509.469999999,24197042,2024/12/21 02:33:52+00,EVENING,OTHERS,THEFT/OTHER,1 - 1 BLOCK OF THOMAS CIRCLE NW,397194.76,137509.47,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9054380874,-77.0323418139,DOWNTOWN,2024/12/21 01:26:00+00,2024/12/21 02:04:00+00,679802001,
397927.729999997,142855.57,24198146,2024/12/23 09:31:37+00,MIDNIGHT,OTHERS,BURGLARY,5200 - 5299 BLOCK OF 8TH STREET NW,397927.73,142855.57,4,4D,4,403,Cluster 18,002101 3,002101,Precinct 56,38.9535994422,-77.0239074922,,2024/12/23 07:30:00+00,2024/12/23 09:18:00+00,679802002,
391696.789999999,141919.059999999,24198261,2024/12/23 18:32:32+00,DAY,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,391696.79,141919.06,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,38.945126307,-77.0957816153,,2024/12/22 15:00:00+00,2024/12/22 18:00:00+00,679802003,
397633.43,144615.420000002,24198964,2024/12/25 02:39:01+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/12/24 19:07:00+00,2024/12/24 19:17:00+00,679802004,
401950.189999998,132982.98,24199027,2024/12/25 07:40:42+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1953 - 2099 BLOCK OF 19TH PLACE SE,401950.19,132982.98,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8646640502,-76.9775289645,,2024/12/25 03:50:00+00,,679802005,
399599.039300002,129362.821699999,24199509,2024/12/26 18:54:15+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF YUMA STREET SE,399599.039325581,129362.821685479,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8320541494,-77.0046179534,,2024/12/26 18:25:00+00,,679802006,
402582.32,136976.510000002,24200471,2024/12/28 18:58:38+00,DAY,OTHERS,THEFT F/AUTO,600 - 899 BLOCK OF 26TH STREET NE,402582.32,136976.51,5,5D,5,507,Cluster 23,008904 3,008904,Precinct 79,38.9006376788,-76.9702302504,,2024/12/04 01:00:00+00,2024/12/04 10:00:00+00,679802007,
401249.740000002,138295.18,24201129,2024/12/30 00:42:24+00,EVENING,GUN,ROBBERY,1800 - 1899 BLOCK OF CENTRAL PLACE NE,401249.74,138295.18,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9125196212,-76.9855902272,,2024/12/29 23:28:00+00,2024/12/30 00:05:00+00,679802008,
398006.299999997,139949.780000001,24201382,2024/12/30 15:54:29+00,DAY,GUN,ROBBERY,2900 - 2918 BLOCK OF GEORGIA AVENUE NW,398006.3,139949.78,1,1E,3,304,Cluster 2,003100 1,003100,Precinct 37,38.9274234236,-77.0229925974,,2024/12/30 04:30:00+00,2024/12/30 04:35:00+00,679802009,
399283.189999998,134605.960000001,24201955,2024/12/31 17:51:21+00,DAY,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2024/12/31 17:10:00+00,2024/12/31 17:20:00+00,679802010,
396074.350000001,139136.52,24420228,2024/01/27 01:01:50+00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF 19TH STREET NW,396074.35,139136.52,1,1C,3,303,Cluster 1,004001 3,004001,Precinct 25,38.9200908115,-77.0452684016,,2024/01/11 16:00:00+00,2024/01/11 18:00:00+00,679802011,
397987.049999997,141263.149999999,24420245,2024/01/28 01:22:03+00,EVENING,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF 8TH STREET NW,397987.05,141263.15,4,4C,4,407,Cluster 18,002400 4,002400,Precinct 45,38.9392546144,-77.0232184529,,2024/01/11 18:36:00+00,2024/01/11 18:37:00+00,679802012,
397431.520000003,139108.27,24420260,2024/01/30 16:21:23+00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF 13TH STREET NW,397431.52,139108.27,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9198413409,-77.0296181714,,2023/12/22 18:08:00+00,2023/12/22 20:05:00+00,679802013,
399135.100000001,137781.899999999,24421121,2024/03/28 11:42:30+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF HANOVER PLACE NW,399135.1,137781.9,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9078962825,-77.0099718378,,2024/03/19 03:05:00+00,2024/03/19 15:30:00+00,679802014,
396958.759999998,141060.510000002,24421355,2024/04/17 13:22:35+00,DAY,OTHERS,THEFT/OTHER,1414 - 1599 BLOCK OF SPRING ROAD NW,396958.76,141060.51,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,38.937426216,-77.0350784062,,2024/04/03 14:30:00+00,2024/04/03 17:30:00+00,679802015,
397778.009999998,139146.039999999,24421439,2024/04/23 12:21:06+00,DAY,OTHERS,THEFT/OTHER,962 - 999 BLOCK OF FLORIDA AVENUE NW,397778.01,139146.04,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9201825298,-77.0256227789,,2024/04/17 00:20:00+00,2024/04/17 03:20:00+00,679802016,
395917.969999999,137513.140000001,24421482,2024/04/24 12:41:18+00,DAY,OTHERS,THEFT/OTHER,2100 - 2109 BLOCK OF M STREET NW,395917.97,137513.14,2,2A,2,207,Cluster 6,010700 1,010700,Precinct 4,38.9054661459,-77.0470620373,GOLDEN TRIANGLE,2024/04/21 17:45:00+00,2024/04/21 23:45:00+00,679802017,
400930.305299997,135000.3739,24421545,2024/04/30 10:02:34+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF E STREET SE,400930.305278816,135000.373882711,6,6B,1,106,Cluster 26,006900 1,006900,Precinct 91,38.882839211,-76.9892778407,,2024/04/25 23:05:00+00,2024/04/25 23:06:00+00,679802018,
402338.848399997,131414.600900002,24061621,2024/04/25 09:13:10+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3200 - 3265 BLOCK OF 23RD STREET SE,402338.848448123,131414.600887383,8,8E,7,704,Cluster 38,007403 2,007403,Precinct 116,38.8505344785,-76.9730559874,,2024/04/25 06:39:00+00,2024/04/25 08:51:00+00,679802198,
397880.109999999,145007.149999999,24061673,2024/04/25 16:04:41+00,DAY,OTHERS,THEFT F/AUTO,6800 - 6899 BLOCK OF 8TH STREET NW,397880.11,145007.15,4,4B,4,401,Cluster 17,010300 1,010300,Precinct 63,38.9729813001,-77.0244635294,,2024/04/23 21:30:00+00,2024/04/24 12:05:00+00,679802199,
397584.880000003,145679.829999998,24061686,2024/04/25 14:35:16+00,DAY,OTHERS,BURGLARY,7318 - 7399 BLOCK OF 12TH STREET NW,397584.88,145679.83,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,38.9790401923,-77.0278728534,,2024/04/25 07:30:00+00,2024/04/25 11:30:00+00,679802200,
397633.43,144615.420000002,24061734,2024/04/25 15:44:55+00,DAY,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/04/25 14:51:00+00,2024/04/25 14:57:00+00,679802201,
399950.68,139964.890000001,24062280,2024/04/26 16:00:52+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2835 - 3099 BLOCK OF 4TH STREET NE,399950.68,139964.89,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9275617996,-77.0005687902,,2024/04/25 16:00:00+00,2024/04/25 21:15:00+00,679802202,
398099.119999997,138058.27,24062788,2024/04/27 07:49:25+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 7TH STREET NW,398099.12,138058.27,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9103842884,-77.0219169019,,2024/04/27 03:35:00+00,2024/04/27 07:38:00+00,679802203,
397609.899999999,138792.68,24063194,2024/04/28 06:30:06+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF U STREET NW,397609.9,138792.68,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.916998906,-77.0275601016,,2024/04/28 01:36:00+00,2024/04/28 02:22:00+00,679802204,
401178.57,135602.0,24178986,2024/11/18 01:57:48+00,EVENING,GUN,ROBBERY,1325 - 1399 BLOCK OF MASSACHUSETTS AVENUE SE,401178.57,135602,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,38.8882585908,-76.9864154537,,2024/11/18 00:33:00+00,2024/11/18 00:39:00+00,679802205,
397577.630000003,143785.940000001,24179043,2024/11/18 05:35:34+00,MIDNIGHT,OTHERS,THEFT F/AUTO,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577.63,143785.94,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9619795615,-77.0279498335,,2024/11/18 04:14:00+00,2024/11/18 04:49:00+00,679802206,
